foodtype,shopname
火锅,海底捞火锅(亚细亚店)
海鲜,宁海食府(北岸琴森店)
西餐,棒球主题餐吧
小吃快餐,饭小萱快捷餐厅(化纤店)
西餐,必胜客(世贸店店)
川菜,严厨老坛酸菜鱼(顺达广场店)
面包甜点,微糖四季
火锅,巴啦嘴肉蟹煲(江都大润发店)
私房菜,老味私房菜
面包甜点,许留山(三盛国际广场店)
火锅,巴湘鹅掌
小吃快餐,小米先生
西餐,瑞梦芭牛排
自助餐,山城十二子
其他中餐,赞蛙-牛蛙主题餐厅
西餐,培根先生(乐天玛特店)
烧烤,冰城串吧
面包甜点,CoCo都可(三盛广场店)
小吃快餐,咱家的跳跳哇
烧烤,仟木子烤肉
小吃快餐,【超级大活动】味珍园便当
火锅,柠檬加点鱼(京华城Rmall店)
西餐,火烈鸟西餐厅
烧烤,王先生烤肉
小吃快餐,小海员海鲜炒饭
小龙虾,虾满堂
西餐,玛格利塔(京华城R mall店)
其他,包克图
川菜,麻辣香锅
面包甜点,50岚
小吃快餐,沙县小吃
淮扬菜,陈记菜馆(东圈门店)
韩国料理,AZAAZA阿扎家阿扎家芝心年糕料理...
面包甜点,亲茶
小吃快餐,CoCo都可(宝龙广场店)
江浙菜,东宴食府
小吃快餐,食神连锁茶餐厅
面包甜点,50岚(茂业店)
西餐,21克·西餐厅
小吃快餐,叫个鸡(万科彩虹汇店)
小吃快餐,如意菜饭(京华城店)
咖啡厅,66号吉舍
自助餐,牛泰尊烤肉
面包甜点,蜜桃花园
日本料理,神目日料
川菜,赛记麻辣香锅(三盛店)
江浙菜,福星楼
淮扬菜,乐陶陶全鹅馆(江中店)
自助餐,阳光牧场顺达自助餐厅
韩国料理,广汉楼韩国料理
面包甜点,鲜果捞
小吃快餐,thank u mom炸鸡啤酒
西餐,巴十克
火锅,重庆四姐老火锅(莱茵店)
小吃快餐,又卷烧饼
小吃快餐,来西口陕西名小吃
东北菜,东北灶(扬州时代广场店)
小吃快餐,王家凉皮
面包甜点,九月森林(翠岗店)
面包甜点,50岚鲜茶专卖连锁(时代广场店)
江浙菜,知味煲(维扬路店)
西餐,奶酪时光(宝龙店)
淮扬菜,简普菜(宝龙店)
小吃快餐,胖姐拌面
小吃快餐,潘师傅炸鸡腿(望月路店)
自助餐,食其乐海鲜牛排自助餐
小吃快餐,老虎山锅贴(东花园店)
小吃快餐,赵氏叠汤圆
小吃快餐,东园小馆(三盛广场店)
小吃快餐,上古捞面
烧烤,小爬爬小碳炉烧烤
淮扬菜,运河味道
淮扬菜,绿杨邨茶社(花鸟市场店)
面包甜点,港惠甜品
小吃快餐,老妈米线(华懋店)
火锅,嘿！有家小冒菜(太和广场店)
面包甜点,royaltea皇茶(望月路店)
小龙虾,枫乐居(维扬路店)
淮扬菜,赛德大酒店(邗江中路店)
其他中餐,味道工厂
淮扬菜,吴堡马家全鹅(鸿泰家园店)
咖啡厅,星巴克(扬州金鹰店)
烧烤,292烧烤
小吃快餐,绿色吴家粥铺(望月路店)
日本料理,鲜目录寿司(壹号潮流店)
小吃快餐,花姐臭豆腐(大东门店)
小吃快餐,红不让
面包甜点,仟玺(总店)
咖啡厅,星巴克(引江路店)
面包甜点,满记甜品(凯德店)
火锅,恋炉椒(御龙湾店)
面包甜点,迷路的小糜鹿
小吃快餐,大伟蛋炒饭
川菜,我家酸菜鱼(时代广场店)
其他,313羊庄
日本料理,麵屋一樂
新疆菜,天兴斋
淮扬菜,高邮汇富金陵大饭店
面包甜点,壹口食验室
湘菜,湘悦船家菜
小吃快餐,老虎山锅贴(联谊路店)
面包甜点,DQ(华懋购物中心店)
其他中餐,江户鱼米
西餐,secret dept 有关部门
江浙菜,好多鱼饭店
粤菜,广式烧腊坊
淮扬菜,石记一品
小吃快餐,牛哥凉皮铺
小吃快餐,郑文琪龙虾盖浇饭
自助餐,大红帆海鲜烤涮时尚自助餐厅(力...
小吃快餐,松枝记(江都店)
面包甜点,芽茶苏创意烘焙
面包甜点,面包新语(文昌店)
面包甜点,DQ(三盛店)
小吃快餐,木头家的煎饼
小吃快餐,赵氏叠汤圆
面包甜点,日初光澄(R Mall 1F)
江浙菜,翠竹园
日本料理,江南一品丹花亭铁板烧
火锅,鱼来了(北区店)
西餐,华莱士炸鸡汉堡(汊河店)
面包甜点,小七月 手作甜点
西餐,南风咖啡
火锅,七里香迷宗蟹
火锅,焖汇道海派焖锅(三盛店)
川菜,老土灶(北区御龙湾店)
西餐,华莱士(秋雨东路店)
火锅,牛气冲天
小吃快餐,豆花香
其他中餐,酷蛙
小吃快餐,爱马仕炒饭
咖啡厅,星巴克(扬州三盛广场店)
小吃快餐,君顶啤酒花园
小吃快餐,一家秦
面包甜点,蘭沁園港式奶茶
小吃快餐,黄鱼面馆
咖啡厅,flower's花之
西餐,玛格利塔(三盛店)
新疆菜,一亩草原(京华城店)
烧烤,老字号大个子烤肉馆
小吃快餐,农家铁锅焖面
小吃快餐,椒多麻呆
面包甜点,royaltea皇茶(江都大润发店)
面包甜点,壹心甜品
火锅,鱼来了(宝龙店)
淮扬菜,方正国际大酒店
面包甜点,珞印甜品(扬大师院店)
粤菜,粤港餐厅
日本料理,一洋料理
烧烤,嗨啤串工厂
小吃快餐,石蘭
小吃快餐,老苗面馆
烧烤,韩国馆(江都大润发店)
小吃快餐,外婆面疙瘩(京华城店)
烧烤,大个子烧烤
小吃快餐,东园小馆(京华城店)
火锅,袁记串串香
咖啡厅,i caffé
小吃快餐,嘿！有家小冒菜(望月路店)
小吃快餐,陈小五小吃部
火锅,老潮来了正宗潮汕牛肉火锅
小吃快餐,春风拂面
小吃快餐,桥头排骨(大虹桥店)
淮扬菜,万花永盛
自助餐,欢乐牧场自助餐厅(高邮世贸店)
小龙虾,小胖子功夫龙虾(教场店)
江浙菜,憩园饭店(餐饮部)
小吃快餐,富春包子
小吃快餐,媳家婆老汤剁馅灌汤水饺
小吃快餐,马甲线健康餐
咖啡厅,猫小咪独家奶茶铺(扬大师院店)
江浙菜,猴赛雷海鲜吧
咖啡厅,星巴克(扬州京华城店)
烧烤,蒙酷音乐烤肉餐厅
湘菜,湖岸椒香
淮扬菜,壶园美食
火锅,大吉利潮汕鲜牛肉火锅
粤菜,小欢喜花园餐厅
江浙菜,民间印象
小吃快餐,土味老鸭汤粉丝馆
面包甜点,coco都可(市民广场店)
韩国料理,the Frypan炸鸡&部队锅&石锅拌饭...
小吃快餐,老妈米线(欧尚店)
火锅,滋奇火锅(逸丰广场店)
川菜,李氏传家菜(运河西路店)
小吃快餐,米棒台湾饭团
面包甜点,CoCo都可(泰州路店)
小吃快餐,肯德基(扬州邗江乐购店)
川菜,老土灶(跃进桥店)
烧烤,沙口小碳炉烧烤
小吃快餐,阿香米线(扬州华懋餐厅)
西餐,大开沙界(京华城店)
面包甜点,85度c(工农北店)
小吃快餐,陈氏老鸭汤粉丝
面包甜点,皇茶真韵
面包甜点,叁月青禾
小吃快餐,共和春
淮扬菜,微笑·品
淮扬菜,扬州狮子楼(禧狮府店)
江浙菜,状元楼大酒店
小吃快餐,花猫食堂
面包甜点,royaltea皇茶(宝龙店)
小吃快餐,桥头排骨(宝龙广场店)
火锅,佬土鹅肠火锅(宝龙店)
小龙虾,枫乐居(望月路店)
日本料理,七宝堂日本料理
淮扬菜,冶春茶社(西湖镇店)
火锅,石鼎香精致火锅(京华城店)
淮扬菜,打酱油百姓餐厅
火锅,七欣天品蟹轩(解放路店)
面包甜点,梵茶
海鲜,新天厨海鲜大咖(望月路店)
小吃快餐,米西食堂
淮扬菜,味临天下(解放东路店)
小吃快餐,必胜客宅急送(邗江店)
面包甜点,猫山王榴莲MusangKing(猫叔华懋...
面包甜点,royaltea皇茶
火锅,大牌冒菜(望月路总店)
火锅,山路久火锅(淮海路店)
咖啡厅,茉莉花园
小吃快餐,家和豆浆(宝龙店)
小吃快餐,元一张锅贴
火锅,地锅传奇(扬州总店)
小吃快餐,秦食单记西安面馆(文昌中路店)
淮扬菜,冶春(平山堂店)
西餐,迷迭香餐厅披萨(京华城店)
火锅,皇城老妈(四川火锅著名品牌)
小吃快餐,宝应长鱼面馆
江浙菜,味江南(京华城店)
烧烤,京城胡同烧烤
面包甜点,50岚鲜茶专卖连锁(望月路店)
日本料理,清水料理(江都大润发店)
自助餐,野葡萄自助餐厅
淮扬菜,涵田汇金度假酒店餐厅
西餐,格鲁森现烤比萨(望月路店)
韩国料理,大叔芝士年糕火锅
面包甜点,亲茶
小吃快餐,超级大薯条(京华城Rmall店)
小吃快餐,鲜有鸡(三盛店)
韩国料理,韩国馆(京华城店)
面包甜点,夕拾墨荔
新疆菜,一亩草原(御龙湾店)
火锅,田园肥牛府(莱茵店)
日本料理,糊世の刺身(江都店)
面包甜点,芒果很黄
小吃快餐,张亮麻辣烫
日本料理,一洋料理(宝龙店)
烧烤,新石器烤肉(欧尚店)
日本料理,神目の料理
江浙菜,扬州绿地福朋酒店(中餐厅)
小吃快餐,粥王府(沃尔玛店)
淮扬菜,好邻居雅致餐厅(府前街店)
烧烤,大草原烧烤(康乐店)
自助餐,晶崴国际大酒店餐厅
小吃快餐,咱家的跳跳哇
海鲜,天府缘酒楼
日本料理,Miss蝶法式铁板烧
小吃快餐,叫个鸡(天俊悦府店)
面包甜点,85度C(四望亭路店)
川菜,九味香(江都店)
小吃快餐,东园小馆(火车站店)
其他中餐,鱼乐圈
面包甜点,鲜芋仙(扬州银河电子城店)
火锅,东来顺饭庄(虹桥坊店)
江浙菜,四贤居
淮扬菜,吃品芝麻锅(新天地店)
淮扬菜,冶春(1912店)
小吃快餐,肯德基(扬州京华城店)
火锅,滋奇火锅(梅岭东路店)
火锅,一统捞秘制原汤火锅(江都大润发...
火锅,秦氏铜锅涮肉坊
海鲜,京成一品海鲜大咖
火锅,渝宗燚老火锅
小吃快餐,黯然销魂饭(东方名城店)
粤菜,粥王府潮汕砂锅粥馆(高桥路店)
西餐,老友记(淮海路店)
小吃快餐,我爱吃草(江都大润发店)
面包甜点,miss.宋
小吃快餐,港岛妹妹烧腊
自助餐,长青国际酒店(运河厅自助餐)
火锅,蜀景天火锅
西餐,豪客来牛排(四望亭店-0702)
海鲜,渔人码头江海鲜酒楼
西餐,Li's Bar&Grill
火锅,鱼蛙相恋 鱼火锅
川菜,严厨老坛酸菜鱼(宝龙店)
面包甜点,85度C(文昌中路店)
日本料理,盛石铁板烧(虹桥坊店)
淮扬菜,简谱菜(高邮店)
火锅,老妈米线(美食街店)
川菜,周姑娘不等味—龙虾的故事(何园...
小吃快餐,我爱吃草
日本料理,冢本豚屋
面包甜点,CT cafe
韩国料理,春香居韩式料理(世贸广场店)
面包甜点,九月森林(顺达广场店)
小吃快餐,老妈米线(沃尔玛店)
江浙菜,知味煲(跃进桥店)
海鲜,众宜海鲜(香居美苑店)
川菜,吃得开·吊烧锅
日本料理,塞纳湾铁板烧
西餐,培根先生(时代广场店)
面包甜点,DQ(珍园店)
火锅,玉林串串香
面包甜点,哈根达斯(扬州瘦西湖店)
小吃快餐,馋幺妹(望月店)
日本料理,以然日式料理
咖啡厅,雕刻时光咖啡馆(扬州文昌广场店)
小吃快餐,木头家的煎饼
小吃快餐,小高生煎&米线(扬州三盛店)
火锅,虾吃虾捞火锅(宝龙店)
小吃快餐,串来串趣烧烤火锅
淮扬菜,富春扬子店(扬子店)
小吃快餐,家和豆浆(乐天玛特店)
面包甜点,什一酸奶紫米露(彩衣街店)
其他中餐,陈盛记肥肠鱼(青年城店)
火锅,红花椒火锅(高邮店)
韩国料理,如意菜饭(三盛店)
咖啡厅,一點光
淮扬菜,老街饭庄(总店)
火锅,阿婆川味串串香
火锅,重庆德庄火锅
海鲜,众宜海鲜(来鹤台店)
韩国料理,粥story
其他中餐,香宫
面包甜点,royaltea皇茶(御龙湾店)
小吃快餐,东园小馆(时代广场店)
日本料理,卷卷家
淮扬菜,玉玲珑精致景观餐厅(西区景湖店)
火锅,蜀锦香厕所串串
小吃快餐,炒翻天
小吃快餐,我呀便当
日本料理,翼日式料理(京华城Rmall店)
西餐,西部牛排(凯德店)
西餐,华莱士(邗江中路店)
烧烤,俺的串儿店
川菜,老土灶(三盛国际广场店)
面包甜点,爸爸糖手工吐司
小吃快餐,青春小面馆
火锅,鱻鲜煮艺旋转小火锅宝龙店
川菜,老妈米线(国庆路教场店)
日本料理,彩舟居酒屋
川菜,李氏传家菜(兴城路店)
其他,锡纸很大(三盛店)
火锅,柠檬鱼专业酸菜鱼连锁(仪征店)
其他中餐,北京烤鸭(宝龙店)
其他,茶元舍主题餐厅
淮扬菜,吃品芝麻锅(赏月店)
小吃快餐,姑娘手
西餐,西部牛排(时代店)
西餐,迷迭香西餐厅(文昌百汇店)
咖啡厅,A&M Coffee&Bar 咖啡餐厅酒吧
咖啡厅,此时咖啡
小吃快餐,仪扬茶社(真州西路店)
日本料理,锦鲤日本料理
咖啡厅,星巴克(华懋购物中心B区店)
私房菜,鸡动侠
韩国料理,大邻洞首尔炸鸡
淮扬菜,皮包水茶社(望月路店)
其他中餐,磁场
西餐,百特喜
素菜,三香碎金扬州炒饭(淮海路店)
淮扬菜,双东酒店
川菜,老土灶(京华城店)
小吃快餐,镖师红糖馒头(四望亭路店)
川菜,老妈米线(竹西店)
海鲜,鲜来厚道(宝龙店)
淮扬菜,扬州瘦西湖船宴
江浙菜,食在外婆家
川菜,嘻嘻客满堂
自助餐,大红帆海鲜烤涮时尚自助餐厅(太...
江浙菜,知味煲(中海玺园店)
西餐,玛格利塔现烤披萨(江都东方红店)
小吃快餐,肯德基(扬州大润发广陵店)
日本料理,善·怀石日本自助料理
日本料理,江户家日本料理(望月路店)
小吃快餐,老虎山鸭血粉丝
火锅,九味香
小吃快餐,轻捞慢起养生面馆
小吃快餐,浩字生煎(华懋店)
韩国料理,汉森啤酒屋
其他中餐,好久不见餐厅
咖啡厅,星巴克(扬州珍园店)
小吃快餐,必香居(四望亭店)
面包甜点,满记甜品(扬州瘦西湖店)
火锅,鼎鼎香时尚豆捞
湘菜,蛙小子炭烧牛蛙
小吃快餐,沙不垃鸡(大东门店)
小吃快餐,李记生煎(力宝广场店)
小吃快餐,冶春茶社
烧烤,大萝卜烧烤店
自助餐,欢乐牧场自助餐(江都店)
小吃快餐,板烧厨房(中海九玺店)
西餐,拿铁的家伙(烤肉餐厅)
自助餐,大红帆海鲜烤涮时尚自助餐厅(甘...
西餐,西部牛排(江都大润发店)
小吃快餐,姑娘手肉夹馍(京华城全生活广场...
小吃快餐,花园茶楼(扬州一店)
面包甜点,新蜜newbee法式西点
淮扬菜,老苏北饭店
海鲜,众宜海鲜(御龙湾店)
淮扬菜,花园茶楼(蜀景花园店)
火锅,鸿润轩特色九宫格火锅
火锅,滋奇火锅(御龙湾店)
淮扬菜,美怡小厨
面包甜点,青豆家奶酪(东关美食广场店)
火锅,黄记煌三汁焖锅
火锅,很久不见See  You   again
火锅,红花椒火锅(宝龙店)
其他中餐,代官山(京华城店)
川菜,蛙蛙叫干锅年代(望月路店)
小吃快餐,家和豆浆(汶河店)
西餐,德国花园餐厅(时代店)
小吃快餐,麦当劳(扬州新天地得来速店)
小吃快餐,汉堡王(扬州宝龙店)
咖啡厅,小馆纸
面包甜点,普莱舍甜品
小吃快餐,饭来张口
川菜,鱼首领我家酸菜鱼(华懋店)
烧烤,N2U韩国熨斗烤肉
海鲜,虾老大龙虾馆
咖啡厅,星巴克(扬州瘦西湖文化广场店)
面包甜点,九月森林(京华城店)
粤菜,采蝶轩(1912店)
火锅,大龙火锅
小吃快餐,谷田稻香(三盛国际广场店)
江浙菜,蒸青年(御龙湾店)
小龙虾,朱小乐的龙虾馆
小吃快餐,鲜有鸡(华懋店)
江浙菜,富春(江都店)
小吃快餐,有一家芝士焗饭
淮扬菜,大潮淮(江都店)
面包甜点,鲜芋仙(扬州时代广场店)
淮扬菜,老扬州
烧烤,汉拿山(扬州三盛国际广场店)
火锅,二当家砂锅串串
小吃快餐,养生源粥店
咖啡厅,星巴克甄选 Starbucks Reserve
面包甜点,MTINO曼汀诺新加坡甜品
西餐,SUBWAY赛百味
西餐,西部牛排(珍园店)
小吃快餐,皮皮家
自助餐,8080海鲜自助餐厅(宝龙店)
火锅,五味捞猪肚鸡(江都店)
小吃快餐,桥头排骨(四望亭店)
私房菜,悦食
自助餐,牛太郎自助烧烤
火锅,田园肥牛欢乐餐厅(印象田园店)
日本料理,青岚日料
江浙菜,侠客虾
面包甜点,HEY JUICE 茶桔便(秋雨东路店)
小吃快餐,大牌冒菜(扬子江路店)
日本料理,千之味日式料理
海鲜,海时代·放开吃
淮扬菜,天香阁酒店餐厅
东北菜,卤牛王
小吃快餐,扬州粥铺
小龙虾,邵伯红鼻子龙虾
小吃快餐,蒋家桥饺面店(广陵路店)
海鲜,海盗船长平价海鲜
小龙虾,窦三龙虾馆
小吃快餐,叫个鸡
小吃快餐,西城汇
火锅,串串寻蛙(牛蛙料理专家)
小吃快餐,叫个鸡(望月路店)
海鲜,壹鼎鲜海货(扬州店)
火锅,重庆袁老四火锅
火锅,小龙坎成都老火锅(文昌东路店)
小吃快餐,红不让
面包甜点,HEY JUICE茶桔便(时代店)
小吃快餐,千寻面馆
川菜,严厨老坛酸菜鱼(京华城商场店)
小吃快餐,姑娘手肉夹馍(三盛店)
小吃快餐,东园小馆(凯德广场店)
烧烤,阿美香朝鲜烤肉
面包甜点,面粉澡堂
面包甜点,熊猫张酸奶酪(东关街店)
小吃快餐,东园小馆(琼花观店)
烧烤,五只羊烤肉店
自助餐,欢乐牧场自助餐厅(时代广场店)
小吃快餐,老潼关肉夹馍
淮扬菜,皮包水茶社(东关街店)
日本料理,清水铁板烧(1912店)
川菜,喵来了时尚烤鱼餐厅
川菜,李氏传家菜(扬子江北路店)
自助餐,多伦多海鲜自助餐厅(江都大润发...
新疆菜,戈壁烟火(京华城店)
面包甜点,royaltea皇茶(秋雨路店)
淮扬菜,共和春(汊河店)
淮扬菜,自在岛渔村
淮扬菜,冶春(万顺店)
烧烤,广陵区韩江道烤肉馆
东南亚菜,湄南甲米
火锅,小龍阁火锅
烧烤,古盐烤肉
面包甜点,royaltea皇茶(三盛店)
火锅,三锅演绎火锅
火锅,大渝火锅(京华城店)
日本料理,鮨四季
川菜,烟火鱼乡(江都店)
川菜,川香人家
小吃快餐,暖心小冒菜
淮扬菜,福星(文昌店)
面包甜点,MANGOSIX
咖啡厅,Riversidecoffee
小吃快餐,汉堡王(扬州京华城店)
面包甜点,九月森林(华懋店)
火锅,滋奇火锅(顺达店)
咖啡厅,猫屎咖啡(虹桥坊店)
川菜,川知味(力宝店)
面包甜点,几分甜烘焙工坊
江浙菜,吾妈妈大宅院
烧烤,汉拿山(扬州时代广场店)
小吃快餐,汉堡王（邗江中路（三盛））(扬...
西餐,必胜客(乐宾店)
火锅,成都老码头火锅(扬州总店)
小吃快餐,麦当劳(乐天玛特店)
面包甜点,厚生香港小吃餐厅
面包甜点,西尾抹茶(时代店)
淮扬菜,珍味煲
西餐,奶酪时光(华懋店)
淮扬菜,锦春大酒店
西餐,西部牛排(1912店)
淮扬菜,众顺和淮扬菜
火锅,七欣天品蟹轩(扬州望月路店)
日本料理,炉匠
面包甜点,九月森林(虹桥坊店)
面包甜点,蘑菇tang
川菜,麻辣盛艳(扬州华懋店)
自助餐,多伦多自助火锅(凯德店)
面馆,蒋家桥饺面店(东关街店)
淮扬菜,简普菜(力宝店)
淮扬菜,冶春茶社(江都店)
淮扬菜,冶春茶社(东关街店)
火锅,四川香天下火锅(扬州店)
烧烤,毛小毛(东区店)
日本料理,一洋日式料理(解放桥店)
小吃快餐,聚香斋
湘菜,湘遇食尚餐厅(华懋店)
面包甜点,雪冰元素 IL-SOLE 甜品(扬州时代...
日本料理,糊世刺身
火锅,四季润扬椰子鸡音乐主题餐厅
海鲜,蒸达人海鲜馆
淮扬菜,冶春茶社(太和广场店)
淮扬菜,扬州金陵大饭店餐厅
小吃快餐,卖疯凉皮
西餐,西部牛排(三盛店)
面包甜点,管阿嬷芋圆甜品店
咖啡厅,J号楼(花鸟市场门店)
小吃快餐,东园小馆(东园店)
小吃快餐,富春茶社
淮扬菜,冶春(珍园店)
面包甜点,MOLEDDINA
粤菜,避风塘(华懋广场店)
小吃快餐,汉堡王(扬州华懋购物中心店)
烧烤,毛小毛
小吃快餐,老成都记忆面
日本料理,茉莉香舍法式铁板烧
火锅,红花椒毛肚火锅(江都店)
小吃快餐,蒋家桥饺面店(四望亭路店)
面包甜点,台拾记古早味现烤蛋糕(扬州店)
咖啡厅,猫的天空之城概念书店(瘦西湖店)
西餐,MOOMIN！姆明同学(三文治店)
自助餐,扬州迎宾馆自助餐(友谊路店)
面包甜点,幸福西饼生日蛋糕(扬州店)
淮扬菜,趣园(友谊店)
东南亚菜,蕉叶·大味(京华城店)
日本料理,岩禾创意料理(华懋店)
小吃快餐,我爱吃草(三盛店)
川菜,蛙蛙叫干锅年代(淮海路店)
日本料理,翼日式料理(虹桥坊店)
火锅,天天牛市潮汕牛肉火锅
面包甜点,西尾抹茶(京华城店)
江浙菜,胖哥俩肉蟹煲(京华城店)
火锅,李记串串香
素菜,大明寺素食坊(扬子江中路店)
西餐,西部牛排(京华城店)
其他,About Bistro
川菜,川知味(靖泰淘宝店)
淮扬菜,八分饱(三盛店)
江浙菜,佐祐时尚经典餐厅(扬州店)
日本料理,河风精致寿司
面包甜点,東喜茶
自助餐,莫顿牛排自助
西餐,塔可墨西哥餐厅
自助餐,皇冠假日酒店滨海全日自助餐厅
面包甜点,mi tea（弥茶）奶茶
小龙虾,望园楼龙虾馆
火锅,滋奇火锅(东城店)
江浙菜,阿英煲(时代店)
西餐,大开沙界(华懋店)
火锅,牛签签串串香
东南亚菜,金象曼泰泰式餐厅(华懋店)
小吃快餐,东园小馆(虹桥坊店)
淮扬菜,扬州饭店
淮扬菜,冶春(瘦西湖店)
淮扬菜,八分饱(汶河南路仙鹤寺店)
咖啡厅,水天堂西餐咖啡厅(京华城店)
面包甜点,1点点(扬州京华城店)
淮扬菜,富春大酒店
西餐,棒约翰比萨(扬州时代店)
面包甜点,嗨茶(华懋店)
淮扬菜,花园茶楼(运河一品店)
淮扬菜,五亭吟春茶社
小吃快餐,牛灯影(牛腩牛杂冒菜)
江浙菜,胖哥俩肉蟹煲(时代店)
烧烤,庆熙烤肉
西餐,西部牛排(华懋广场店)
火锅,落端云串串香(望月路店)
烧烤,新石器烤肉(三盛店)
东南亚菜,莲花泰东南亚餐厅(虹桥坊店)
小吃快餐,共和春酒家(甘泉路总店)
小龙虾,闪电虾
自助餐,多伦多海鲜自助餐厅(时代广场店)
面包甜点,1点点(扬州望月路店)
东南亚菜,金象曼泰泰式餐厅(京华城店)
其他,冶春小馆(京华城店)
西餐,必胜客(京华城店)
西餐,吉食里
韩国料理,高丽苑韩国烤肉(跃进桥店)
火锅,小郡肝火锅串串(念泗路店)
火锅,扬之阿李生态火锅
粤菜,禧悦茶餐厅
面包甜点,相思蜜哒创意甜品
其他中餐,红不让(华懋店)
日本料理,燃·niku炭火烧肉屋
火锅,滋奇火锅(望月路店)
淮扬菜,扬州狮子楼(何园店)
西餐,seven life
淮扬菜,龙城滋味
火锅,红花椒火锅(京华城店)
韩国料理,WAHAWAHA新派韩餐(虹桥坊店)
淮扬菜,扬州老味道
韩国料理,高丽苑韩国烤肉(力宝店)
淮扬菜,富临壶园
火锅,九味香(九味香火锅新城河店)
淮扬菜,毛牌楼大酒店(甘泉路店)
淮扬菜,盛宴(本味店)
自助餐,多伦多海鲜自助餐厅(京华城店)
其他中餐,全聚德(扬州店)
日本料理,一洋日式料理(虹桥坊店)
日本料理,Soga蘇我创意日料
火锅,宽窄巷子(东城店)
火锅,周姑娘不等味—龙虾的故事(新城...
西餐,水天堂西餐厅(扬州三盛店)
韩国料理,韩国馆(虹桥坊店)
川菜,烟火鱼乡时尚烤鱼餐厅(京华城店)
面包甜点,1点点(扬州华懋店)
其他中餐,炉烙
川菜,江边城外烤全鱼(三盛店)
面包甜点,HEY JUICE茶桔便(文昌中路店)
粤菜,避风塘(三盛广场店)
西餐,必胜客(三盛店)
江浙菜,暗恋桃花源(京华城店)
小吃快餐,老虎山锅贴
火锅,宽窄巷子(西区店)
川菜,胡桃里音乐酒馆
日本料理,蜗牛叔叔的食堂(和风食堂)
小吃快餐,粗茶淡饭(东关街店)
火锅,嘻嘻客满堂麻辣烫
小龙虾,小胖子功夫龙虾
火锅,滋奇火锅(兴城东路店)
面包甜点,包包家
面包甜点,啸月抹茶
日本料理,虹料理(虹桥坊店)
淮扬菜,卢氏古宅
日本料理,桃夭日式料理(西区来鹤台店)
西餐,德国花园餐厅(华懋店)
淮扬菜,花园茶楼(东方百合园店)
淮扬菜,扬州狮子楼(东关街店)
烧烤,高丽苑烤肉(京华城店)
其他中餐,桃花酒馆
素菜,會元春健康蔬食体验馆
淮扬菜,花园茶楼(兴城路店)
新疆菜,北疆饭店(宝龙店)
日本料理,江户家日本料理
面包甜点,鹿里
咖啡厅,浮生记
其他中餐,馆饱
火锅,蜀大侠火锅(京华城Rmall店)
火锅,黄记一品潮汕牛肉火锅
淮扬菜,玉玲珑精致景观餐厅(汶河店)
烧烤,新石器烤肉(华懋店)
淮扬菜,食为天(四季合悦店)
淮扬菜,吃品芝麻锅(泰州路店)
日本料理,蜗牛叔叔的食堂(和风食堂)
面包甜点,厝内小眷村
其他中餐,左邻右礼(宝龙店)
火锅,红花椒(时代店)
日本料理,大大铁板烧
西餐,Mr.Pizza米斯特比萨(文昌阁店)
海鲜,蒸来了海鲜
海鲜,肆食一海鲜摊
东南亚菜,泰皇泰厚(虹桥坊店)
淮扬菜,食为天(东鹤店)
自助餐,多伦多海鲜自助餐厅(虹桥坊店)
西餐,必胜客(茂业店)
川菜,川知味(京华城店)
日本料理,渔寿司
火锅,五味捞猪肚鸡(维扬路店)
烧烤,高丽苑韩国烤肉(沃尔玛店)
淮扬菜,冶春茶社(御马头店)
面包甜点,无邪
其他,西贝莜面村(扬州京华城店)
淮扬菜,大潮淮
江浙菜,暗恋桃花源(虹桥坊店)
日本料理,大渔铁板烧(三盛广场店)
火锅,洞子口重庆火锅
日本料理,桃夭日式料理(珍园店)
川菜,辛香汇·锦里
日本料理,大渔铁板烧(1912店)
西餐,胡椒&盐
火锅,大龙燚火锅(Rmall店)
日本料理,白桃
川菜,烟火鱼乡时尚烤鱼餐厅(虹桥坊店)
小吃快餐,刘佘记面馆
火锅,滋奇火锅(淮海路店)
淮扬菜,扬州狮子楼(总店)
江浙菜,70后饭吧(三盛广场店)
日本料理,韵の居酒屋
淮扬菜,扬州狮子楼(瘦西湖店)
自助餐,多伦多海鲜自助餐厅(三盛店)
江浙菜,70后饭吧(三盛广场店)
江浙菜,老夏龙虾馆
面包甜点,麦琪尔
火锅,天府之味时尚火锅
日本料理,隐泉の语日本料理
烧烤,炉子旁烤肉
江浙菜,苏乡兰亭
淮扬菜,趣园茶社
淮扬菜,7吃8吧 阳光餐厅
烧烤,围炉小巷
日本料理,扬州狮子楼(牛不同音乐餐厅店)
淮扬菜,食为天(西区店)
东南亚菜,泰皇泰厚(Rmall店)
火锅,海底捞火锅(三盛国际广场店)
火锅,海底捞火锅(凯德广场店)
无锡江浙,小峰饭店(北大街店)
小吃快餐,林鲜粥(潮林鲜)
面包甜点,1点点(博大店)
韩国料理,哈梅韩国料理
面包甜点,悸动烧仙草(民丰店)
无锡江浙,缘一阁
小吃快餐,熙盛源(永乐路店)
火锅,大院涮羊肉
西餐,叫个沙拉 salad call
西餐,O.shueats 生蚝餐厅
咖啡厅,猫咪有约猫主题咖啡厅
小吃快餐,笑来喜(江阴店)
其他,香巴拉云南餐厅(华莱坞店)
面包甜点,無邪日式甜品(雲蝠大厦店)
