foodtype,shopname
水果生鲜,清雅冷冻食品冷饮批发
药店,百信缘大药房(四望亭路店)
服饰鞋包,BLK’S
食品茶酒,天福茗茶(扬州金鹰店)
服饰鞋包,摩奥(东区大润发店)
更多购物场所,拉夏
综合商场,军颖百货
食品茶酒,磨米吧望月路店
更多购物场所,百斯盾
运动户外,大行自行车
花店,子木鲜花
食品茶酒,零食工坊(文昌路店)
书店,藤花书屋
服饰鞋包,COCOON(扬州金鹰店)
化妆品,Iope
综合商场,先锋广场冷饮批发部
服饰鞋包,丝绸
水果生鲜,甄珍超市
花店,花尚鲜花(文昌中路店)
水果生鲜,金果园水果超市
服饰鞋包,UGG
综合商场,星辰洲际广场
更多购物场所,松子全球美食
花店,东方花店
运动户外,阿迪达斯
水果生鲜,名誉水果店
服饰鞋包,三福
花店,花庭鲜花店
更多购物场所,像素蒲公英
眼镜店,吴良材眼镜
花店,花好月圆鲜花婚庆
运动户外,CONVERSE(金鹰店)
花店,花千束品牌鲜花馆(文昌西路店)
运动户外,nike
超市/便利店,汇银乐虎社区便利店
珠宝饰品,浪琴
化妆品,秀妍坊化妆品(扬州一店)
食品茶酒,源丁农场
珠宝饰品,扬州金店
更多购物场所,阿波罗花木批发市场
食品茶酒,扬大康源乳业直销店(苏农五村店)
综合商场,金阳光购物广场
更多购物场所,曲江小商品批发市场
超市/便利店,yuki进口优品生活馆
眼镜店,丹阳速8眼镜
眼镜店,丹华阳眼镜直通车(兴城东路店)
药店,国大药房
花店,花好月圆
花店,蒋王开心花卉市场
药店,月亮园大药房
花店,礼之花鲜花店(520鲜花)
食品茶酒,来伊份(淮海路店)
花店,如意花坊
眼镜店,丹阳8号眼镜(世纪联华店)
花店,国色花香
眼镜店,丹阳御视眼镜
服饰鞋包,九牧王男装
水果生鲜,聚果源果品超市
食品茶酒,零食小铺
食品茶酒,宫廷栗
药店,一家人大药房(文昌北苑店)
食品茶酒,韵香茗茶
水果生鲜,连运水果店
综合商场,望月步行街广场
食品茶酒,润扬春茶叶总汇
眼镜店,同仁验光配镜
服饰鞋包,中国古琴第一街
亲子购物,咖啦嘟熊kaladbear童装
食品茶酒,来伊份(四望亭路店)
化妆品,卡一西手工护肤品
更多购物场所,李氏姜糖坊
珠宝饰品,Kawaii卡哇伊
药店,百信缘大药房
水果生鲜,亿嘉仁生鲜连锁
运动户外,adidas(京华城店)
更多购物场所,大运电动车
水果生鲜,大森林·鲜果
食品茶酒,浦东茶叶
食品茶酒,来伊份(引江路店)
超市/便利店,公道万家欣超市
数码产品,美的空调
食品茶酒,科尔沁牛肉
运动户外,盛扬电动车汊河专营店
服饰鞋包,扬州文昌三店红豆男装(扬州文昌...
食品茶酒,金栗王(连运店)
服饰鞋包,大米先生
珠宝饰品,熊窝
花店,蓝天花坊
超市/便利店,可的
超市/便利店,可的
花店,花千谷鲜花(千卉花艺花店)
超市/便利店,馋果猫零食驿站(顺达广场店)
综合商场,凯运·壹位广场
更多购物场所,名创优品
水果生鲜,鲜颂达(水果店(江都一店)
综合商场,扬州漆器商场
综合商场,苏果购物广场
眼镜店,吴良材眼镜(望月店)
亲子购物,toysrus玩具反斗城
水果生鲜,果品居
药店,国大药房
超市/便利店,恒先进口商品超市
水果生鲜,千鲜汇
食品茶酒,麒麟专卖点
水果生鲜,灿农生鲜连锁
花店,茗扬花坊
药店,全心大药房
数码产品,晨讯电脑(汊河店)
超市/便利店,江苏省教育超市(扬州大学店)
药店,红太阳大药房(曲江新苑店)
数码产品,迪信通(扬州总店)
服饰鞋包,蓝花布艺店
眼镜店,LOHO
花店,恋上鲜花(92店)
花店,锦尚鲜花(花好月圆鲜花店)
花店,邂逅花屋
数码产品,国美电器(扬州BLLH文昌店)
花店,丽石鲜花(荷花池店)
花店,花倾城鲜花(邗江店)
亲子购物,Balabala
食品茶酒,来伊份(文昌西路店)
服饰鞋包,女人殿
花店,阳光花卉 海华花屋
食品茶酒,鸿雁烟酒扬州特产
超市/便利店,瑞欣超市
婚戒首饰,六福珠宝
化妆品,jaja
服饰鞋包,鄂尔多斯
化妆品,自然堂
食品茶酒,扬州特产超市
花店,野生派鲜花(邗江中路店)
服饰鞋包,晓敏衣橱
眼镜店,风尚眼镜(淮海路)
珠宝饰品,晶元珠宝
化妆品,LANVIN
更多购物场所,上海老庙黄金
食品茶酒,元鑫烟酒商行
服饰鞋包,PHILIPS
更多购物场所,xlc水晶饰品店
数码产品,mr.ben
数码产品,东芝空调
数码产品,苹果体验中心
食品茶酒,同海粮油
药店,源自原坊健康食品(扬州店)
服饰鞋包,海澜之家
超市/便利店,可的
食品茶酒,华东老窖醇香酒业有限公司
水果生鲜,邱氏果业
食品茶酒,四季园农贸市场(秋雨西路店)
食品茶酒,西域果园
食品茶酒,李氏板栗
服饰鞋包,金牌泽狼人
服饰鞋包,与狼共舞
服饰鞋包,文汇折扣女装
超市/便利店,正兰烟酒百货商店
亲子购物,好奇宝贝母婴用品店
服饰鞋包,绿嘉
服饰鞋包,阿玛施
更多购物场所,欧蜜莎
服饰鞋包,BoBo衣橱
服饰鞋包,PLAYBOY
服饰鞋包,精品荟
服饰鞋包,佳绣佳丽
更多购物场所,张大糖果
超市/便利店,超冉超市
食品茶酒,颗颗香炒货
服饰鞋包,维雨外贸
食品茶酒,香栗坊
食品茶酒,通发酒业
食品茶酒,金栗来
食品茶酒,小汪家量版零食连锁
药店,华信药店
服饰鞋包,艺术服装店
服饰鞋包,黄金身段
水果生鲜,小马水果(东小区新村路店)
服饰鞋包,cn有货
综合商场,靖泰淘宝
水果生鲜,三果演义
药店,百康堂大药房
数码产品,华为体验店
花店,花开相爱鲜花店
花店,芳草心鲜花
花店,花开半夏花艺
化妆品,蓝色香水
服饰鞋包,皇家妈咪孕妇装专卖店
花店,乐居空间
药店,百益堂大药房
花店,一间花屋
婚戒首饰,通灵
食品茶酒,来伊份(望月路店)
眼镜店,丹阳眼镜(扬子江路店)
婚戒首饰,中国黄金(汶河南路店)
水果生鲜,森林珍果
服饰鞋包,SELECTED(华懋店)
超市/便利店,苏果超市(跃进桥店)
亲子购物,爱婴岛(仪征扬子家园店)
花店,红日鲜花
食品茶酒,精英百特土特产店
数码产品,乐语通讯-扬州邗江中路大润发（...
服饰鞋包,三福百货
花店,砚池鲜花礼仪
药店,百信缘大药房(兴城路店)
更多购物场所,小米体验店
办公/文化用品,三年二班(淮海路店)
食品茶酒,傻子瓜子
服饰鞋包,ST&SAT(金鹰购物中心店)
服饰鞋包,vogue精品女装
眼镜店,丹阳阳光眼镜(惠民东路店)
更多购物场所,首尔
花店,玲珑花坊(翠月店)
服饰鞋包,MJ Style(华懋店)
食品茶酒,来伊份(文昌中路三店)
花店,先花店(江都区分店)
花店,先花店(邗江区店)
食品茶酒,佳一佳休闲食品(扬州荷花池店)
办公/文化用品,本子文具屋
超市/便利店,易买购特产商行
水果生鲜,鲜果多(东关街店)
服饰鞋包,ONLY(华懋国际购物中心店)
食品茶酒,来伊份(兴城西路店)
食品茶酒,石塔农贸市场(四望亭路店)
超市/便利店,优比家
药店,张氏药房(解放桥店)
化妆品,saselomo三草两木微体验店
服饰鞋包,GUJIN古今
更多购物场所,诱·货
服饰鞋包,Baleno
珠宝饰品,泰源珠宝
运动户外,阿迪达斯
化妆品,嘉媚乐
服饰鞋包,CACHE CACHE
服饰鞋包,简爱
更多购物场所,瑶瑶&多多
珠宝饰品,千年
水果生鲜,VC
珠宝饰品,盛时表行(扬州金鹰国际京华城店)
药店,同仁堂(汶河南路店)
家具家居,金盛国际家居
数码产品,汇银家电连锁
食品茶酒,鼎丰茗茶
食品茶酒,大宝烟酒店
食品茶酒,开元烟酒
食品茶酒,彭氏板栗(淮海路店)
食品茶酒,来伊份(通湖东路店)
花店,野格园艺
花店,温馨鲜花店
超市/便利店,华润苏果超市(扬州连运平价店店)
超市/便利店,华润苏果超市(工农南路购物广场...
运动户外,雅迪电动车
超市/便利店,日中天超市
药店,万鸿大药房
超市/便利店,优家超市
书店,慧聪书店
服饰鞋包,URBAN REVIVO
服饰鞋包,Massimo Dutti(京华城店)
超市/便利店,rabit  qod24小时便利店
花店,唯一花卉
水果生鲜,鲜果多(月亮园店)
办公/文化用品,启路
更多购物场所,扬州三把刀专卖店
综合商场,新城花园集贸市场
珠宝饰品,GUCCI
食品茶酒,中粮名庄荟葡萄酒俱乐部
化妆品,雅诗兰黛(扬州金鹰)
运动户外,NIKE(金鹰店)
书店,城市书房
服饰鞋包,万丽(WanLi)
服饰鞋包,欧贝儿时尚烘焙
食品茶酒,十六粮店(宝带店)
食品茶酒,仁杰烟酒
食品茶酒,天福茗茶(望月店)
建材,永大卷帘门
水果生鲜,俊荣水果超市
食品茶酒,茶源茶叶
食品茶酒,来伊份(汊河镇华洋东路店)
综合商场,好润多购物中心
服饰鞋包,名品折扣店
食品茶酒,来伊份(苏果渡江南路店)
眼镜店,宝岛眼镜(扬州大润发店)
超市/便利店,苏果便利
花店,两生花花坊(吻吻花店)
药店,众成堂医药
超市/便利店,萃园桥盆菜商店
眼镜店,丹阳学士眼镜城(冻青花园店)
化妆品,自然堂(大润发扬州江都店)
化妆品,薇姿(金鹰店)
药店,意文大药房(扬州店)
超市/便利店,老张便利
服饰鞋包,ST&SAT(京华购物中心店)
珠宝饰品,嘉娜宝
服饰鞋包,Dickies
化妆品,屈臣氏(YZ邗江京华城)
数码产品,三和四美酱品专卖店
眼镜店,丹阳眼镜
花店,onlyYou鲜花(四望亭店)
更多购物场所,雨欣批发
超市/便利店,锦林苑超市
更多购物场所,哎呀呀生活馆(扬州大学城汇金谷...
化妆品,武坚美缔护肤
超市/便利店,张庄超市
食品茶酒,54一日三顿(一未书店提菜点)
药店,恒泽堂
超市/便利店,扬扬冷饮批发
水果生鲜,优尚水果店
更多购物场所,素年锦时
珠宝饰品,维罗纳纯银(西区大润发店)
数码产品,诚信通讯
食品茶酒,酒鬼酒
更多购物场所,新日电动车
食品茶酒,彭氏板栗(文昌阁店)
更多购物场所,哎呀呀生活馆
亲子购物,婴悦坊
更多购物场所,北京同仁堂
药店,百信缘大药房
食品茶酒,东关酱园
眼镜店,博士眼镜
化妆品,LANCOME
更多购物场所,曾氏酥糖
化妆品,Avene
化妆品,兰芝(扬州金鹰京华店)
珠宝饰品,翠佛堂
服饰鞋包,HARSON(金鹰京华城店)
更多购物场所,哎呀呀女生饰品店
更多购物场所,圣罗兰饰品
药店,百信缘大药房
食品茶酒,明月烧酒坊
水果生鲜,十六粮店(杉湾店)
花店,烟雨花坊
超市/便利店,世纪华联
运动户外,nike服饰鞋帽店(凯德广场店)
花店,天马座花艺(金鹰国际店)
超市/便利店,平安全球购跨境购物O2O(扬州)
眼镜店,博爱眼镜
食品茶酒,来伊份(解放西路店)
花店,唯美鲜花坊
家具家居,富安娜
食品茶酒,伊味儿快乐休闲食品(彩虹汇店)
服饰鞋包,hotwind(扬州凯德广场店)
化妆品,丸美
服饰鞋包,BeLLE(京华城店)
珠宝饰品,swatch
药店,神州大药房
花店,转角花艺
服饰鞋包,炫客职业装
办公/文化用品,新潮文具
食品茶酒,来伊份(力宝广场邗江中路店)
食品茶酒,来伊份(世纪联华京华城店)
综合商场,东方广场
亲子购物,母婴第1站妇幼用品总汇
水果生鲜,黄渡平价水果店
食品茶酒,芜湖瓜子，傻子板栗
水果生鲜,优滋良果
珠宝饰品,阿吉豆
花店,野格园艺(野格园艺)
亲子购物,可爱天使母婴生活馆(北海店)
化妆品,sk-ii(扬州金鹰国际店)
婚戒首饰,BLOVES婚戒定制中心(三盛国际店)
眼镜店,希多蜜眼镜网(京华城店)
超市/便利店,i-food食品水果日用(兴城西路店)
面包甜点,鲜果多(东小区店)
化妆品,屈臣氏(YZ维扬凯德置地)
更多购物场所,朴坊
化妆品,谢馥春
食品茶酒,扬州特产专卖
超市/便利店,anywhere世界的味道
眼镜店,非凡视觉眼镜
食品茶酒,超级惠缘休闲食品
食品茶酒,顶好板栗
服饰鞋包,古云轩
服饰鞋包,依佰度外贸服饰
食品茶酒,粒粒优板栗
化妆品,日本美伊娜多化妆品
数码产品,天惠数码广场
超市/便利店,十六粮店(凯莱店)
书店,私人衣橱
更多购物场所,dmcn德国生活
服饰鞋包,DNCY
服饰鞋包,it
书店,约绘本馆(京华城店)
超市/便利店,乐购(邗江店)
食品茶酒,果然100(文昌店)
眼镜店,高视眼镜
水果生鲜,鲜果多(宝龙店)
办公/文化用品,启路
眼镜店,高视眼镜
药店,国大药店
运动户外,爱玛电动车服务中心
花店,万紫千红鲜花(心愿花屋)
药店,达康大药房(何园平价店)
食品茶酒,吴勾酒坊
眼镜店,丹阳8号眼镜(东花园店)
服饰鞋包,teenie weenie女装京华城店
服饰鞋包,品衣坊
食品茶酒,酱园
水果生鲜,花开相爱
综合商场,海角一号进口超市
超市/便利店,大润发(翠西苑店)
珠宝饰品,天元金店
食品茶酒,金栗子
家具家居,美乐乐家居(城市广场店)
超市/便利店,可的(四季园店)
数码产品,环球手机
超市/便利店,八史商店
超市/便利店,贵宾超市
食品茶酒,大茗坊茶业
运动户外,双星名人
化妆品,奇魅妆品
服饰鞋包,曼天雨品牌女装特价店(双桥店)
化妆品,东方丽人精品化妆品店
食品茶酒,尚品堂休闲食品
药店,群益堂大药房
超市/便利店,东久园超市
更多购物场所,LockLock
更多购物场所,三月三
珠宝饰品,司朗婚戒定制中心
花店,锦尚鲜花(蓝岛婚庆花艺)
花店,花之海花坊
药店,百信缘大药房(佳德店)
食品茶酒,来伊份(梅岭东路店)
花店,爱之裳鲜花(维扬路)
药店,百岁人大药房(西门店)
更多购物场所,aiyaya house
食品茶酒,梅品味
化妆品,林清轩(扬州时代广场)
食品茶酒,许氏酒业
运动户外,老徐电动车修配
药店,送谊药店
服饰鞋包,韩小铺
食品茶酒,华糖世豪
水果生鲜,果龙王瓜果批发直销部
食品茶酒,孟家炒货
食品茶酒,扬州大学实验蜂场(扬州大学店)
食品茶酒,可群炒货
食品茶酒,零食工坊(兴城东路店)
花店,阿惠花艺
服饰鞋包,婉甸
更多购物场所,综合保税区进口商品直销中心
药店,百信缘大药房四季园店
水果生鲜,水果驾到(世贸广场店)
水果生鲜,石塔水果超市
食品茶酒,自鱿人
综合商场,奥特莱斯文化广场
花店,百花源花卉
花店,闲情花屋
花店,唯一花卉(悦会店)
花店,左花(1621店)
超市/便利店,华润苏果(跃进店)
婚戒首饰,万福银楼
花店,三耳鲜花店
花店,花约
更多购物场所,樱紫家
运动户外,Adidas kids(华懋店)
花店,正立花卉市场
化妆品,谢馥春
珠宝饰品,AGATHA
化妆品,屈臣氏(YZ维扬大润发)
服饰鞋包,Pull&Bear(京华城店)
超市/便利店,千木便利贾庄社区店
综合商场,金鹰国际购物中心(江都店)
超市/便利店,有玲超市
化妆品,中草集(仪征人民路店)
水果生鲜,上林果语果品批发行(扬州店001)
更多购物场所,汇银乐虎全球家
运动户外,adidas
数码产品,国美电器(扬州BLLH京华城店)
花店,千卉花艺鲜花店
超市/便利店,福临门超市(红光店)
水果生鲜,鲜果多(江都大润发店)
家用电器,正泰电器(扬州专营店)
水果生鲜,兄弟水果(汊河店)
食品茶酒,阿三茶叶店
食品茶酒,鑫栗王
运动户外,特步
水果生鲜,靖江猪肉脯
更多购物场所,绣行天下
服饰鞋包,洋货通
超市/便利店,爱亲生活便利店
药店,开心人大药房(府前街店)
花店,妍琳鲜花坊
水果生鲜,红膏蟹庄
服饰鞋包,丝秀棠
花店,林夕花语
超市/便利店,苏果便利
化妆品,中草集(维扬沃尔玛店)
服饰鞋包,ccdd
超市/便利店,扬州特产超市
更多购物场所,半亩荷田
食品茶酒,宫廷糕点房(国庆路店)
花店,虹桥坊花艺
化妆品,戴春林
更多购物场所,J LOFT SHOP
服饰鞋包,肥肥品牌(集合店)
超市/便利店,丰富百货超市
化妆品,新太阳塑胶日化
服饰鞋包,兄弟制衣
数码产品,聆听通讯
食品茶酒,红白臻味酒业商行
食品茶酒,零点食分休闲食品
花店,四季花店水簇馆
眼镜店,大明眼镜
综合商场,汇金谷
综合商场,明发商业广场
综合商场,海游城
水果生鲜,果然100(星耀天地店)
运动户外,VANS(京华城二期店)
食品茶酒,汇银乐虎全球家(扬州商贸物流园...
食品茶酒,来伊份
化妆品,盛瑞丹兰
亲子购物,玩具反斗城
食品茶酒,i-food进口食品
食品茶酒,大自然茶业
药店,明宣大药房
服饰鞋包,七号仓库
更多购物场所,宝应惠耳助听器连锁
食品茶酒,永兴烟酒
超市/便利店,硒领汇精品生活超市
服饰鞋包,求精皮鞋
水果生鲜,小马水果
水果生鲜,解甲归田共创果园(解放西路店)
水果生鲜,小米水果(工农东路店)
服饰鞋包,酷裤年代
花店,天马座花艺(大润发店)
更多购物场所,XMAP
服饰鞋包,C.BANNER千百度(扬州京华城店)
更多购物场所,东街印迹
超市/便利店,华润苏果超市(阳光城购物广场店)
化妆品,仪征谢馥春
服饰鞋包,new balance kids(金鹰国际购物...
花店,李典花店
化妆品,佳佳(顺达店)
超市/便利店,苏果便利(宝带东街店)
眼镜店,茂昌眼镜(荷花池店)
食品茶酒,我代你吃1
服饰鞋包,Roem(金鹰国际二期店)
花店,甜蜜花艺
食品茶酒,小栗王
眼镜店,丹阳1号眼镜直营店
亲子购物,皇家孕婴母婴生活馆(万年大道店)
食品茶酒,天一粮店
数码产品,中国电信3g手机卖场
食品茶酒,潘食记休闲食品
珠宝饰品,星达钟表行
婚戒首饰,老凤祥银楼(扬州专卖店)
服饰鞋包,鄂尔多斯东鄂羊绒
水果生鲜,鲜果多(荷花池店)
亲子购物,milibam
花店,花间一然
化妆品,sisley法国希思黎(金鹰店)
水果生鲜,鲜又多水果量贩(工农北路店)
食品茶酒,蒋小姐
更多购物场所,扬州漆器厂(东关街店)
超市/便利店,萃园天宁综合商店
药店,绿杨大药房
花店,千颂伊花店
服饰鞋包,下一站
眼镜店,名创眼镜(望月路店)
花店,cat rose
服饰鞋包,hotwind(扬州三盛广场店)
水果生鲜,亲果亲橙鲜果连锁(工农路店)
花店,天马座花艺(京华城店)
花店,千卉花艺
化妆品,谢馥春
服饰鞋包,Bershka(京华城店)
综合商场,运河城市广场
服饰鞋包,hotwind(扬州时代店)
花店,仪征市真州镇彩馨鲜花店
超市/便利店,金鑫超市
超市/便利店,鲜来乐生鲜城市
食品茶酒,臻福茶业
超市/便利店,友宝自动售货机
服饰鞋包,厚街
珠宝饰品,畹町
化妆品,屈臣氏(文昌中路店)
花店,周红花店
食品茶酒,佳一佳休闲食品
服饰鞋包,missoul
水果生鲜,森林果业
珠宝饰品,邗江区文雨轩工艺商行
药店,苏羊大药房
更多购物场所,百花园古玩
食品茶酒,波瑞甘栗专卖店
花店,520鲜花店
服饰鞋包,UNIQLO
服饰鞋包,miidii
花店,最美花店
婚戒首饰,上海亚一黄金珠宝城
化妆品,凯瑟琳名妆折扣连锁店(靖泰分店)
食品茶酒,天福茗茶(京华城店)
服饰鞋包,慧芝玲制衣
亲子购物,友僮母婴(西区店)
更多购物场所,雅马哈钢琴专卖店
运动户外,深蓝运动场馆(中集紫金健身俱乐...
服饰鞋包,PRICH(金鹰店)
食品茶酒,零食工坊(望月路店)
综合商场,唐城商场
珠宝饰品,梵迪(金鹰国际购物中心)
水果生鲜,鲜果多(文昌中路店)
水果生鲜,小米水果(利民桥店)
化妆品,L’OCCITANE
服饰鞋包,Mind Bridge(金鹰国际购物中心店...
综合商场,万家福商城
化妆品,倩碧(扬州金鹰)
水果生鲜,三华园果品
食品茶酒,窝儿
食品茶酒,佳一佳休闲食品
花店,含羞草鲜花
书店,大众书局
食品茶酒,来伊份(华润苏果东方红路二店)
珠宝饰品,卡宾昌建广场店
服饰鞋包,zet des zet
水果生鲜,兄妹鲜果园
综合商场,海乐港购物街
化妆品,谢馥春(虹桥坊店)
水果生鲜,水果店可滋
书店,城市24h书房
运动户外,亚瑟士asics
水果生鲜,鲜果多(顺达路店)
更多购物场所,花鸟古玩市场
亲子购物,仪征乐绒绒玩具店
水果生鲜,优品鲜果
水果生鲜,鲜果多(宋夹城)
花店,花田花艺
化妆品,谢馥春(国庆路店)
花店,艺儿花坊(艺儿花坊文昌路店)
食品茶酒,大黄蜂蒸汽电子烟俱乐部
书店,三味书屋
更多购物场所,万国码头(世贸店)
亲子购物,168Mart跨境电商
书店,城市书房
水果生鲜,鲜果多(解放南路店)
书店,宋城书坊
超市/便利店,周茉进口食品店
水果生鲜,鲜果多(沃尔玛店)
综合商场,力宝广场
综合商场,润霖万彩生活广场
家具家居,法国皇储家纺
超市/便利店,好佳超市
综合商场,三福
水果生鲜,众彩水果行
超市/便利店,众志优品
更多购物场所,名创优品(华懋店)
花店,鸿运花艺
综合商场,德豪瘦西湖新天地
服饰鞋包,H&M(华懋购物中心店)
花店,茉等花开
花店,初夏鲜花店
超市/便利店,上海世纪华联(龙河街店)
水果生鲜,壹品果园
水果生鲜,几个果子
化妆品,屈臣氏(YZ时代大厦)
食品茶酒,寰球港进口食品(五洲国际店)
综合商场,市民中心广场
服饰鞋包,CHARLES & KEITH
超市/便利店,田心超市
超市/便利店,千木便利扬州天下店(扬州天下店)
花店,玉花苑花店
水果生鲜,鲜果多(文汇路店)
水果生鲜,鲜果多(泰州路店)
水果生鲜,鲜颂达
水果生鲜,解甲归田共创果园(解放东路店)
水果生鲜,果农水果卖场
服饰鞋包,H&M(三盛国际广场店)
药店,妙手大药房
亲子购物,笛莎公主馆
水果生鲜,鲜颂达
服饰鞋包,ZARA(京华城店)
超市/便利店,世纪华联(彩衣街店)
超市/便利店,小芳超市
水果生鲜,好又宜果品平价店(南门店)
花店,玲珑花坊
水果生鲜,鲜果多(望月路店)
超市/便利店,麦德龙(邗江商场店)
水果生鲜,老久水果店
食品茶酒,张成贡栗
食品茶酒,金大栗
水果生鲜,天山一品
水果生鲜,3q果园
水果生鲜,果真好
眼镜店,宝岛眼镜(扬州大润发邗江店)
综合商场,乐宾百货
超市/便利店,gemart金鹰精品超市
书店,城市书房
综合商场,cityblock 奥特莱斯
水果生鲜,鲜果多(三盛广场店)
食品茶酒,张成贡栗(国庆路店)
水果生鲜,果然100(梅岭店)
综合商场,茂业百货(文昌中路店)
水果生鲜,真诚果品产地直销
综合商场,恒通顺达广场
超市/便利店,大润发(黄金坝路店)
水果生鲜,鲜果多(虹桥坊店)
超市/便利店,乐家福超市
书店,24小时城市书房
超市/便利店,永辉超市(宝龙店)
更多购物场所,肯州潮店
综合商场,宝龙金轮广场
水果生鲜,建东果园
食品茶酒,绿叶牛皮糖
综合商场,太和广场
超市/便利店,优恩超市
服饰鞋包,UNIQLO(华懋店)
综合商场,凯德广场
化妆品,谢馥春(东关街店)
超市/便利店,欧尚(江阳中路店)
咖啡厅,flower's花之
亲子游乐,孩子王(华懋店)
综合商场,世贸广场
服饰鞋包,MUJI
综合商场,万科彩虹汇
超市/便利店,沃尔玛购物广场(扬子江路店)
综合商场,金鹰(京华城店)
食品茶酒,板桥孝母饼
水果生鲜,鲜果多(时代店)
运动户外,DECATHLON
水果生鲜,兔子家
书店,边城书店
花店,绿韵花艺鲜花店(扬州技师学院店)
综合商场,京华城全生活广场
综合商场,虹桥坊(虹桥坊店)
综合商场,三盛国际广场
书店,钟书阁
综合商场,华懋购物中心
茶馆,别茶院
咖啡厅,猫的天空之城概念书店(瘦西湖店)
综合商场,扬州时代广场
超市/便利店,大润发(邗江店)
超市/便利店,大润发超市(广陵店)
综合商场,金鹰国际购物中心(文昌阁店)
综合商场,星耀天地
综合商场,御龙湾商业广场
综合商场,万达广场
食品茶酒,食香阁休闲食品
食品茶酒,優之良品(荟聚店)
服饰鞋包,chihiro by s.k.
服饰鞋包,HAZZYS(荟聚购物中心店)
运动户外,NIKE(无锡万象城店)
食品茶酒,来伊份(上马墩路店)
服饰鞋包,SPAO(无锡T12店)
超市/便利店,好印象珍品果业
综合商场,现代生活广场(晨兴国际商务公寓...
数码产品,BOSE音响(八佰伴店)
食品茶酒,鲜味多休闲食品
综合商场,羊尖五洲国际广场
水果生鲜,百果园
超市/便利店,华润万家(上马墩店)
更多购物场所,名创优品
运动户外,NIKE(无锡八佰伴店)
化妆品,屈臣氏(博大假日广场店)
更多购物场所,popmart(海岸城店)
化妆品,资生堂
超市/便利店,全家(叙康里店)
食品茶酒,千禧栗子
花店,初心鲜花(哥伦布店)
特色集市,宜兴紫砂壶
书店,拾房书院
家具家居,JYSK
数码产品,微软专卖店(荟聚店)
超市/便利店,罗森便利店
化妆品,屈臣氏(乐都汇店)
综合商场,八佰伴广场杰仕游泳健身会所
花店,锦尚鲜花(未央花店)
运动户外,VANS(苏宁广场店)
化妆品,植村秀(三阳百盛店)
亲子购物,Babymax(苏宁广场店)
食品茶酒,马山牛奶(天河站)
水果生鲜,阳山水蜜桃(丁庄上店)
服饰鞋包,茜施尔(时尚天成购物广场店)
服饰鞋包,COACH(无锡八佰伴店)
超市/便利店,lawson罗森便利店
特色集市,中国陶都陶瓷城
服饰鞋包,歌瑞尔(荟聚购物中心店)
家具家居,Edimass艾迪玛仕(荟聚购物中心店...
食品茶酒,五爱农贸市场
食品茶酒,金祥板栗
化妆品,梦妆百盛(宝龙店专柜)
服饰鞋包,MONCLER(恒隆广场店)
眼镜店,博士眼镜(无锡海岸城zele店)
化妆品,屈臣氏(新区百盛店)
超市/便利店,全家(莲蓉桥店)
化妆品,屈臣氏(无锡T12店)
水果生鲜,雨露空间水果直销批发行
亲子购物,babemax爱婴室
食品茶酒,翠萄酒庄
食品茶酒,百果园
超市/便利店,全家
超市/便利店,美一天便利店
超市/便利店,全家便利店(荣巷地铁站)
花店,心爱花艺
超市/便利店,POLYMONO(荟聚购物中心店)
综合商场,灵山假日广场
超市/便利店,全家便利店(人民西路店)
超市/便利店,全家便利店(解放东路店)
超市/便利店,全家便利店(人民医院站店)
食品茶酒,百果园(金马国际店)
水果生鲜,天鹏百家(金马店)
超市/便利店,芙蓉兴盛便利店
超市/便利店,吉麦隆(河北街店)
花店,浪漫花屋
运动户外,VANS(百联奥特莱斯店)
服饰鞋包,PRADA(恒隆广场店)
化妆品,雅诗兰黛(无锡八佰伴)
花店,骑士花店
数码产品,华为体验店
花店,小杨鲜花坊
建材,佰丽爱家橱柜
超市/便利店,罗森便利
化妆品,RE 调香室(无锡恒隆店)
服饰鞋包,BURBERRY(商业大厦店)
水果生鲜,风华果业
食品茶酒,鸿记板栗(吉庆店)
综合商场,嘉德时代广场
超市/便利店,全家便利店
综合商场,缤购109
超市/便利店,大统华(江阴城中店)
服饰鞋包,Mjstyle
花店,先花店(崇安区分店)
花店,花拾里轻奢DIY花礼馆
超市/便利店,好买得(梅村店)
食品茶酒,京都板栗
超市/便利店,全家(软件园二店)
化妆品,林清轩(海岸城店)
数码产品,梅村联想电脑华硕电脑专卖店
亲子购物,皇朝天使孕婴生活馆(金格广场店)
食品茶酒,喜马拉雅休闲食品
超市/便利店,乐购超市
食品茶酒,6盛休闲食品
超市/便利店,永辉超市(万达广场店)
食品茶酒,鸿记板栗(阳光店)
服饰鞋包,Y-3(百联奥特莱斯店)
家具家居,华夏家居港
水果生鲜,优鲜美果园
更多购物场所,GIVENCHY(八佰伴店)
服饰鞋包,VALENTINO(恒隆广场店)
花店,莳柒花艺工作室
化妆品,MISSHA(荟聚购物中心店)
超市/便利店,老二炒栗(五星家园店)
水果生鲜,天鹏百家(水秀店)
更多购物场所,青露馒头(盛德路店)
超市/便利店,华润万家(马山店)
水果生鲜,风华果业卖场(华庄店)
化妆品,COVERMARK
服饰鞋包,BOY LONDON(苏宁广场店)
特色集市,朝阳农贸市场
食品茶酒,许记大吉大栗
食品茶酒,大嘴猴休闲零食
数码产品,苏宁(宜家荟聚广场店)
服饰鞋包,C&A(京东广场店)
珠宝饰品,golston(恒隆广场店)
